
Rk,Year,Tm,Lg,G,W,L,Ties,W-L%,pythW-L%,Finish,GB,Playoffs,R,RA,BatAge,PAge,#Bat,#P,Top Player,Managers
22,1993,Milwaukee Brewers,AL East,162,69,93,0,.426,.465,7th of 7,26.0,,733,792,28.4,27.3,40,18,G.Vaughn (6.7),P.Garner (69-93)
23,1992,Milwaukee Brewers,AL East,162,92,70,0,.568,.592,2nd of 7,4.0,,740,604,29.7,27.5,35,15,B.Wegman (4.8),P.Garner (92-70)
24,1991,Milwaukee Brewers,AL East,162,83,79,0,.512,.533,4th of 7,8.0,,799,744,30.1,27.0,39,21,P.Molitor (5.3),T.Trebelhorn (83-79)
25,1990,Milwaukee Brewers,AL East,162,74,88,0,.457,.483,6th of 7,14.0,,732,760,29.4,28.6,43,22,R.Robinson (3.3),T.Trebelhorn (74-88)
26,1989,Milwaukee Brewers,AL East,162,81,81,0,.500,.518,4th of 7,8.0,,707,679,28.4,27.9,40,20,R.Yount (5.8),T.Trebelhorn (81-81)
27,1988,Milwaukee Brewers,AL East,162,87,75,0,.537,.546,3rd of 7,2.0,,682,616,28.4,27.2,35,14,T.Higuera (7.4),T.Trebelhorn (87-75)
28,1987,Milwaukee Brewers,AL East,162,91,71,0,.562,.525,3rd of 7,7.0,,862,817,27.4,26.2,37,17,T.Higuera (6.5),T.Trebelhorn (91-71)
29,1986,Milwaukee Brewers,AL East,161,77,84,0,.478,.456,6th of 7,18.0,,667,734,29.1,26.2,39,17,T.Higuera (9.4),G.Bamberger (71-81) and T.Trebelhorn (6-3)
30,1985,Milwaukee Brewers,AL East,161,71,90,0,.441,.432,6th of 7,28.0,,690,802,29.9,30.3,39,17,P.Molitor (3.7),G.Bamberger (71-90)
31,1984,Milwaukee Brewers,AL East,161,67,94,0,.416,.438,7th of 7,36.5,,641,734,29.7,31.2,36,18,R.Yount (5.9),R.Lachemann (67-94)
32,1983,Milwaukee Brewers,AL East,162,87,75,0,.537,.535,5th of 7,11.0,,764,708,29.8,30.6,36,16,R.Yount (7.2),H.Kuenn (87-75)
33,1982,Milwaukee Brewers,AL East,163,95,67,1,.586,.598,1st of 7,--,Lost WS (4-3),891,717,29.5,30.3,33,15,R.Yount (10.5),B.Rodgers (23-24) and H.Kuenn (72-43)
34,1981,Milwaukee Brewers,AL East,109,62,47,0,.569,.533,1st of 7,--,Lost LDS (3-2),493,459,28.9,29.1,33,16,R.Yount (4.9),B.Rodgers (62-47)
35,1980,Milwaukee Brewers,AL East,162,86,76,0,.531,.579,3rd of 7,17.0,,811,682,28.0,27.3,33,15,R.Yount (7.1),B.Rodgers (39-31) and G.Bamberger (47-45)
36,1979,Milwaukee Brewers,AL East,161,95,66,0,.590,.551,2nd of 7,8.0,,807,722,27.5,26.6,31,17,S.Lezcano (5.6),G.Bamberger (95-66)
37,1978,Milwaukee Brewers,AL East,162,93,69,0,.574,.596,3rd of 7,6.5,,804,650,27.3,25.1,35,13,M.Caldwell (8.1),G.Bamberger (93-69)
38,1977,Milwaukee Brewers,AL East,162,67,95,0,.414,.418,6th of 7,33.0,,639,765,27.1,24.1,36,13,D.Money (5.1),A.Grammas (67-95)
39,1976,Milwaukee Brewers,AL East,161,66,95,0,.410,.437,6th of 6,32.0,,570,655,27.0,26.0,41,17,B.Travers (4.5),A.Grammas (66-95)
40,1975,Milwaukee Brewers,AL East,162,68,94,0,.420,.427,5th of 6,28.0,,675,792,26.9,25.6,36,15,D.Porter (3.7),D.Crandall (67-94) and H.Kuenn (1-0)
41,1974,Milwaukee Brewers,AL East,162,76,86,0,.469,.491,5th of 6,15.0,,647,660,26.5,26.1,36,14,T.Murphy (5.2),D.Crandall (76-86)
42,1973,Milwaukee Brewers,AL East,162,74,88,0,.457,.485,5th of 6,23.0,,708,731,25.8,26.0,35,16,G.Scott (6.7),D.Crandall (74-88)
43,1972,Milwaukee Brewers,AL East,156,65,91,0,.417,.415,6th of 6,21.0,,493,595,26.6,25.9,35,14,G.Scott (4.9),D.Bristol (10-20) R.McMillan (1-1) and D.Crandall (54-70)
44,1971,Milwaukee Brewers,AL West,161,69,92,0,.429,.440,6th of 6,32.0,,534,609,27.1,26.0,43,15,K.Sanders (3.9),D.Bristol (69-92)
45,1970,Milwaukee Brewers,AL West,163,65,97,1,.401,.408,4th of 6,33.0,,613,751,29.2,27.8,45,19,T.Harper (7.4),D.Bristol (65-97)
46,1969,Seattle Pilots,AL West,163,64,98,1,.395,.399,6th of 6,33.0,,639,799,28.0,28.4,53,25,W.Comer (3.2),J.Schultz (64-98)
