1996,162,OAK,78
1996,162,SEA,85
1996,162,TBD,
1996,162,TEX,90
1996,162,TOR,74
1995,145,BLA,
1995,145,BAL,71
1995,145,BOS,86
1995,145,CHW,68
1995,145,CLE,100
1995,145,DET,60
1995,145,HOU,
1995,145,KCR,70
1995,145,ANA,78
1995,145,MIL,65
1995,145,MIN,56
1995,145,NYY,79
1995,145,OAK,67
1995,145,SEA,79
1995,145,TBD,
1995,145,TEX,74
1995,145,TOR,56
1994,117,BLA,
1994,117,BAL,63
1994,117,BOS,54
1994,117,CHW,67
1994,117,CLE,66
1994,117,DET,53
1994,117,HOU,
1994,117,KCR,64
1994,117,ANA,47
1994,117,MIL,53
1994,117,MIN,53
1994,117,NYY,70
1994,117,OAK,51
1994,117,SEA,49
1994,117,TBD,
1994,117,TEX,52
1994,117,TOR,55
1993,162,BLA,
1993,162,BAL,85
1993,162,BOS,80
1993,162,CHW,94
1993,162,CLE,76
1993,162,DET,85
1993,162,HOU,
1993,162,KCR,84
1993,162,ANA,71
1993,162,MIL,69
1993,162,MIN,71
1993,162,NYY,88
1993,162,OAK,68
1993,162,SEA,82
1993,162,TBD,
1993,162,TEX,86
1993,162,TOR,95
1992,162,BLA,
1992,162,BAL,89
1992,162,BOS,73
1992,162,CHW,86
1992,162,CLE,76
1992,162,DET,75
1992,162,HOU,
1992,162,KCR,72
1992,162,ANA,72
1992,162,MIL,92
1992,162,MIN,90
1992,162,NYY,76
1992,162,OAK,96
1992,162,SEA,64
1992,162,TBD,
1992,162,TEX,77
1992,162,TOR,96
1991,162,BLA,
1991,162,BAL,67
1991,162,BOS,84
1991,162,CHW,87
1991,162,CLE,57
1991,162,DET,84
1991,162,HOU,
1991,162,KCR,82
1991,162,ANA,81
1991,162,MIL,83
1991,162,MIN,95
1991,162,NYY,71
1991,162,OAK,84
1991,162,SEA,83
1991,162,TBD,
1991,162,TEX,85
1991,162,TOR,91
1990,162,BLA,
1990,162,BAL,76
1990,162,BOS,88
1990,162,CHW,94
1990,162,CLE,77
1990,162,DET,79
1990,162,HOU,
1990,162,KCR,75
1990,162,ANA,80
1990,162,MIL,74
1990,162,MIN,74
1990,162,NYY,67
1990,162,OAK,103
1990,162,SEA,77
1990,162,TBD,
1990,162,TEX,83
1990,162,TOR,86
1989,162,BLA,
1989,162,BAL,87
1989,162,BOS,83
1989,162,CHW,69
1989,162,CLE,73
1989,162,DET,59
1989,162,HOU,
1989,162,KCR,92
1989,162,ANA,91
1989,162,MIL,81
1989,162,MIN,80
1989,162,NYY,74
1989,162,OAK,99
1989,162,SEA,73
1989,162,TBD,
1989,162,TEX,83
1989,162,TOR,89
1988,162,BLA,
1988,162,BAL,54
1988,162,BOS,89
1988,162,CHW,71
1988,162,CLE,78
1988,162,DET,88
1988,162,HOU,
1988,162,KCR,84
1988,162,ANA,75
1988,162,MIL,87
1988,162,MIN,91
1988,162,NYY,85
1988,162,OAK,104
1988,162,SEA,68
1988,162,TBD,
1988,162,TEX,70
1988,162,TOR,87
1987,162,BLA,
1987,162,BAL,67
1987,162,BOS,78
1987,162,CHW,77
1987,162,CLE,61
1987,162,DET,98
1987,162,HOU,
1987,162,KCR,83
1987,162,ANA,75
1987,162,MIL,91
1987,162,MIN,85
1987,162,NYY,89
1987,162,OAK,81
1987,162,SEA,78
1987,162,TBD,
1987,162,TEX,75
1987,162,TOR,96
1986,162,BLA,
1986,162,BAL,73
1986,162,BOS,95
1986,162,CHW,72
1986,162,CLE,84
1986,162,DET,87
1986,162,HOU,
1986,162,KCR,76
1986,162,ANA,92
1986,162,MIL,77
1986,162,MIN,71
1986,162,NYY,90
1986,162,OAK,76
1986,162,SEA,67
1986,162,TBD,
1986,162,TEX,87
1986,162,TOR,86
1985,162,BLA,
1985,162,BAL,83
1985,162,BOS,81
1985,162,CHW,85
1985,162,CLE,60
1985,162,DET,84
1985,162,HOU,
1985,162,KCR,91
1985,162,ANA,90
1985,162,MIL,71
1985,162,MIN,77
1985,162,NYY,97
1985,162,OAK,77
1985,162,SEA,74
1985,162,TBD,
1985,162,TEX,62
1985,162,TOR,99
1984,162,BLA,
1984,162,BAL,85
1984,162,BOS,86
1984,162,CHW,74
1984,162,CLE,75
1984,162,DET,104
1984,162,HOU,
1984,162,KCR,84
1984,162,ANA,81
1984,162,MIL,67
1984,162,MIN,81
1984,162,NYY,87
1984,162,OAK,77
1984,162,SEA,74
1984,162,TBD,
1984,162,TEX,69
1984,162,TOR,89
1983,162,BLA,
1983,162,BAL,98
1983,162,BOS,78
1983,162,CHW,99
1983,162,CLE,70
1983,162,DET,92
1983,162,HOU,
1983,162,KCR,79
1983,162,ANA,70
1983,162,MIL,87
1983,162,MIN,70
1983,162,NYY,91
1983,162,OAK,74
1983,162,SEA,60
1983,162,TBD,
1983,162,TEX,77
1983,162,TOR,89
1982,162,BLA,
1982,162,BAL,94
1982,162,BOS,89
1982,162,CHW,87
1982,162,CLE,78
1982,162,DET,83
1982,162,HOU,
1982,162,KCR,90
1982,162,ANA,93
1982,162,MIL,95
1982,162,MIN,60
1982,162,NYY,79
1982,162,OAK,68
1982,162,SEA,76
1982,162,TBD,
1982,162,TEX,64
1982,162,TOR,78
1981,111,BLA,
1981,111,BAL,59
1981,111,BOS,59
1981,111,CHW,54
1981,111,CLE,52
1981,111,DET,60
1981,111,HOU,
1981,111,KCR,50
1981,111,ANA,51
1981,111,MIL,62
1981,111,MIN,41
1981,111,NYY,59
1981,111,OAK,64
1981,111,SEA,44
1981,111,TBD,
1981,111,TEX,57
1981,111,TOR,37
1980,163,BLA,
1980,163,BAL,100
1980,163,BOS,83
1980,163,CHW,70
1980,163,CLE,79
1980,163,DET,84
1980,163,HOU,
1980,163,KCR,97
1980,163,ANA,65
1980,163,MIL,86
1980,163,MIN,77
1980,163,NYY,103
1980,163,OAK,83
1980,163,SEA,59
1980,163,TBD,
1980,163,TEX,76
1980,163,TOR,67
1979,162,BLA,
1979,162,BAL,102
1979,162,BOS,91
1979,162,CHW,73
1979,162,CLE,81
1979,162,DET,85
1979,162,HOU,
1979,162,KCR,85
1979,162,ANA,88
1979,162,MIL,95
1979,162,MIN,82
1979,162,NYY,89
1979,162,OAK,54
1979,162,SEA,67
1979,162,TBD,
1979,162,TEX,83
1979,162,TOR,53
1978,163,BLA,
1978,163,BAL,90
1978,163,BOS,99
1978,163,CHW,71
1978,163,CLE,69
1978,163,DET,86
1978,163,HOU,
1978,163,KCR,92
1978,163,ANA,87
1978,163,MIL,93
1978,163,MIN,73
1978,163,NYY,100
1978,163,OAK,69
1978,163,SEA,56
1978,163,TBD,
1978,163,TEX,87
1978,163,TOR,59
1977,162,BLA,
1977,162,BAL,97
1977,162,BOS,97
1977,162,CHW,90
1977,162,CLE,71
1977,162,DET,74
1977,162,HOU,
1977,162,KCR,102
1977,162,ANA,74
1977,162,MIL,67
1977,162,MIN,84
1977,162,NYY,100
1977,162,OAK,63
1977,162,SEA,64
1977,162,TBD,
1977,162,TEX,94
1977,162,TOR,54
1976,162,BLA,
1976,162,BAL,88
1976,162,BOS,83
1976,162,CHW,64
1976,162,CLE,81
1976,162,DET,74
1976,162,HOU,
1976,162,KCR,90
1976,162,ANA,76
1976,162,MIL,66
1976,162,MIN,85
1976,162,NYY,97
1976,162,OAK,87
1976,162,SEA,
1976,162,TBD,
1976,162,TEX,76
1976,162,TOR,
1975,162,BLA,
1975,162,BAL,90
1975,162,BOS,95
1975,162,CHW,75
1975,162,CLE,79
1975,162,DET,57
1975,162,HOU,
1975,162,KCR,91
1975,162,ANA,72
1975,162,MIL,68
1975,162,MIN,76
1975,162,NYY,83
1975,162,OAK,98
1975,162,SEA,
1975,162,TBD,
1975,162,TEX,79
1975,162,TOR,
1974,162,BLA,
1974,162,BAL,91
1974,162,BOS,84
1974,162,CHW,80
1974,162,CLE,77
1974,162,DET,72
1974,162,HOU,
1974,162,KCR,77
1974,162,ANA,68
1974,162,MIL,76
1974,162,MIN,82
1974,162,NYY,89
1974,162,OAK,90
1974,162,SEA,
1974,162,TBD,
1974,162,TEX,84
1974,162,TOR,
1973,162,BLA,
1973,162,BAL,97
1973,162,BOS,89
1973,162,CHW,77
1973,162,CLE,71
1973,162,DET,85
1973,162,HOU,
1973,162,KCR,88
1973,162,ANA,79
1973,162,MIL,74
1973,162,MIN,81
1973,162,NYY,80
1973,162,OAK,94
1973,162,SEA,
1973,162,TBD,
1973,162,TEX,57
1973,162,TOR,
1972,156,BLA,
1972,156,BAL,80
1972,156,BOS,85
1972,156,CHW,87
1972,156,CLE,72
1972,156,DET,86
1972,156,HOU,
1972,156,KCR,76
1972,156,ANA,75
1972,156,MIL,65
1972,156,MIN,77
1972,156,NYY,79
1972,156,OAK,93
1972,156,SEA,
1972,156,TBD,
1972,156,TEX,54
1972,156,TOR,
1971,162,BLA,
1971,162,BAL,101
1971,162,BOS,85
1971,162,CHW,79
1971,162,CLE,60
1971,162,DET,91
1971,162,HOU,
1971,162,KCR,85
1971,162,ANA,76
1971,162,MIL,69
1971,162,MIN,74
1971,162,NYY,82
1971,162,OAK,101
1971,162,SEA,
1971,162,TBD,
1971,162,TEX,63
1971,162,TOR,
1970,162,BLA,
1970,162,BAL,108
1970,162,BOS,87
1970,162,CHW,56
1970,162,CLE,76
1970,162,DET,79
1970,162,HOU,
1970,162,KCR,65
1970,162,ANA,86
1970,162,MIL,65
1970,162,MIN,98
1970,162,NYY,93
1970,162,OAK,89
1970,162,SEA,
1970,162,TBD,
1970,162,TEX,70
1970,162,TOR,
1969,162,BLA,
1969,162,BAL,109
1969,162,BOS,87
1969,162,CHW,68
1969,162,CLE,62
1969,162,DET,90
1969,162,HOU,
1969,162,KCR,69
1969,162,ANA,71
1969,162,MIL,64
1969,162,MIN,97
1969,162,NYY,80
1969,162,OAK,88
1969,162,SEA,
1969,162,TBD,
1969,162,TEX,86
1969,162,TOR,
1968,162,BLA,
1968,162,BAL,91
1968,162,BOS,86
1968,162,CHW,67
1968,162,CLE,86
1968,162,DET,103
1968,162,HOU,
1968,162,KCR,
1968,162,ANA,67
1968,162,MIL,
1968,162,MIN,79
1968,162,NYY,83
1968,162,OAK,82
1968,162,SEA,
1968,162,TBD,
1968,162,TEX,65
1968,162,TOR,
1967,162,BLA,
1967,162,BAL,76
1967,162,BOS,92
1967,162,CHW,89
1967,162,CLE,75
1967,162,DET,91
1967,162,HOU,
1967,162,KCR,
1967,162,ANA,84
1967,162,MIL,
1967,162,MIN,91
1967,162,NYY,72
1967,162,OAK,62
1967,162,SEA,
1967,162,TBD,
1967,162,TEX,76
1967,162,TOR,
1966,162,BLA,
1966,162,BAL,97
1966,162,BOS,72
1966,162,CHW,83
1966,162,CLE,81
1966,162,DET,88
1966,162,HOU,
1966,162,KCR,
1966,162,ANA,80
1966,162,MIL,
1966,162,MIN,89
1966,162,NYY,70
1966,162,OAK,74
1966,162,SEA,
1966,162,TBD,
1966,162,TEX,71
1966,162,TOR,
1965,162,BLA,
1965,162,BAL,94
1965,162,BOS,62
1965,162,CHW,95
1965,162,CLE,87
1965,162,DET,89
1965,162,HOU,
1965,162,KCR,
1965,162,ANA,75
1965,162,MIL,
1965,162,MIN,102
1965,162,NYY,77
1965,162,OAK,59
1965,162,SEA,
1965,162,TBD,
1965,162,TEX,70
1965,162,TOR,
1964,162,BLA,
1964,162,BAL,97
1964,162,BOS,72
1964,162,CHW,98
1964,162,CLE,79
1964,162,DET,85
1964,162,HOU,
1964,162,KCR,
1964,162,ANA,82
1964,162,MIL,
1964,162,MIN,79
1964,162,NYY,99
1964,162,OAK,57
1964,162,SEA,
1964,162,TBD,
1964,162,TEX,62
1964,162,TOR,
1963,162,BLA,
1963,162,BAL,86
1963,162,BOS,76
1963,162,CHW,94
1963,162,CLE,79
1963,162,DET,79
1963,162,HOU,
1963,162,KCR,
1963,162,ANA,70
1963,162,MIL,
1963,162,MIN,91
1963,162,NYY,104
1963,162,OAK,73
1963,162,SEA,
1963,162,TBD,
1963,162,TEX,56
1963,162,TOR,
1962,165,BLA,
1962,165,BAL,77
1962,165,BOS,76
1962,165,CHW,85
1962,165,CLE,80
1962,165,DET,85
1962,165,HOU,
1962,165,KCR,
1962,165,ANA,86
1962,165,MIL,
1962,165,MIN,91
1962,165,NYY,96
1962,165,OAK,72
1962,165,SEA,
1962,165,TBD,
1962,165,TEX,60
1962,165,TOR,
1961,162,BLA,
1961,162,BAL,95
1961,162,BOS,76
1961,162,CHW,86
1961,162,CLE,78
1961,162,DET,101
1961,162,HOU,
1961,162,KCR,
1961,162,ANA,70
1961,162,MIL,
1961,162,MIN,70
1961,162,NYY,109
1961,162,OAK,61
1961,162,SEA,
1961,162,TBD,
1961,162,TEX,61
1961,162,TOR,
1960,154,BLA,
1960,154,BAL,89
1960,154,BOS,65
1960,154,CHW,87
1960,154,CLE,76
1960,154,DET,71
1960,154,HOU,
1960,154,KCR,
1960,154,ANA,
1960,154,MIL,
1960,154,MIN,73
1960,154,NYY,97
1960,154,OAK,58
1960,154,SEA,
1960,154,TBD,
1960,154,TEX,
1960,154,TOR,
1959,156,BLA,
1959,156,BAL,74
1959,156,BOS,75
1959,156,CHW,94
1959,156,CLE,89
1959,156,DET,76
1959,156,HOU,
1959,156,KCR,
1959,156,ANA,
1959,156,MIL,
1959,156,MIN,63
1959,156,NYY,79
1959,156,OAK,66
1959,156,SEA,
1959,156,TBD,
1959,156,TEX,
1959,156,TOR,
1958,154,BLA,
1958,154,BAL,74
1958,154,BOS,79
1958,154,CHW,82
1958,154,CLE,77
1958,154,DET,77
1958,154,HOU,
1958,154,KCR,
1958,154,ANA,
1958,154,MIL,
1958,154,MIN,61
1958,154,NYY,92
1958,154,OAK,73
1958,154,SEA,
1958,154,TBD,
1958,154,TEX,
1958,154,TOR,
1957,154,BLA,
1957,154,BAL,76
1957,154,BOS,82
1957,154,CHW,90
1957,154,CLE,76
1957,154,DET,78
1957,154,HOU,
1957,154,KCR,
1957,154,ANA,
1957,154,MIL,
1957,154,MIN,55
1957,154,NYY,98
1957,154,OAK,59
1957,154,SEA,
1957,154,TBD,
1957,154,TEX,
1957,154,TOR,
1956,154,BLA,
1956,154,BAL,69
1956,154,BOS,84
1956,154,CHW,85
1956,154,CLE,88
1956,154,DET,82
1956,154,HOU,
1956,154,KCR,
1956,154,ANA,
1956,154,MIL,
1956,154,MIN,59
1956,154,NYY,97
1956,154,OAK,52
1956,154,SEA,
1956,154,TBD,
1956,154,TEX,
1956,154,TOR,
1955,154,BLA,
1955,154,BAL,57
1955,154,BOS,84
1955,154,CHW,91
1955,154,CLE,93
1955,154,DET,79
1955,154,HOU,
1955,154,KCR,
1955,154,ANA,
1955,154,MIL,
1955,154,MIN,53
1955,154,NYY,96
1955,154,OAK,63
1955,154,SEA,
1955,154,TBD,
1955,154,TEX,
1955,154,TOR,
1954,154,BLA,
1954,154,BAL,54
1954,154,BOS,69
1954,154,CHW,94
1954,154,CLE,111
1954,154,DET,68
1954,154,HOU,
1954,154,KCR,
1954,154,ANA,
1954,154,MIL,
1954,154,MIN,66
1954,154,NYY,103
1954,154,OAK,51
1954,154,SEA,
1954,154,TBD,
1954,154,TEX,
1954,154,TOR,
1953,154,BLA,
1953,154,BAL,54
1953,154,BOS,84
1953,154,CHW,89
1953,154,CLE,92
1953,154,DET,60
1953,154,HOU,
1953,154,KCR,
1953,154,ANA,
1953,154,MIL,
1953,154,MIN,76
1953,154,NYY,99
1953,154,OAK,59
1953,154,SEA,
1953,154,TBD,
1953,154,TEX,
1953,154,TOR,
1952,154,BLA,
1952,154,BAL,64
1952,154,BOS,76
1952,154,CHW,81
1952,154,CLE,93
1952,154,DET,50
1952,154,HOU,
1952,154,KCR,
1952,154,ANA,
1952,154,MIL,
1952,154,MIN,78
1952,154,NYY,95
1952,154,OAK,79
1952,154,SEA,
1952,154,TBD,
1952,154,TEX,
1952,154,TOR,
1951,157,BLA,
1951,157,BAL,52
1951,157,BOS,87
1951,157,CHW,81
1951,157,CLE,93
1951,157,DET,73
1951,157,HOU,
1951,157,KCR,
1951,157,ANA,
1951,157,MIL,
1951,157,MIN,62
1951,157,NYY,98
1951,157,OAK,70
1951,157,SEA,
1951,157,TBD,
1951,157,TEX,
1951,157,TOR,
1950,154,BLA,
1950,154,BAL,58
1950,154,BOS,94
1950,154,CHW,60
1950,154,CLE,92
1950,154,DET,95
1950,154,HOU,
1950,154,KCR,
1950,154,ANA,
1950,154,MIL,
1950,154,MIN,67
1950,154,NYY,98
1950,154,OAK,52
1950,154,SEA,
1950,154,TBD,
1950,154,TEX,
1950,154,TOR,
1949,154,BLA,
1949,154,BAL,53
1949,154,BOS,96
1949,154,CHW,63
1949,154,CLE,89
1949,154,DET,87
1949,154,HOU,
1949,154,KCR,
1949,154,ANA,
1949,154,MIL,
1949,154,MIN,50
1949,154,NYY,97
1949,154,OAK,81
1949,154,SEA,
1949,154,TBD,
1949,154,TEX,
1949,154,TOR,
1948,155,BLA,
1948,155,BAL,59
1948,155,BOS,96
1948,155,CHW,51
1948,155,CLE,97
1948,155,DET,78
1948,155,HOU,
1948,155,KCR,
1948,155,ANA,
1948,155,MIL,
1948,155,MIN,56
1948,155,NYY,94
1948,155,OAK,84
1948,155,SEA,
1948,155,TBD,
1948,155,TEX,
1948,155,TOR,
1947,154,BLA,
1947,154,BAL,59
1947,154,BOS,83
1947,154,CHW,70
1947,154,CLE,80
1947,154,DET,85
1947,154,HOU,
1947,154,KCR,
1947,154,ANA,
1947,154,MIL,
1947,154,MIN,64
1947,154,NYY,97
1947,154,OAK,78
1947,154,SEA,
1947,154,TBD,
1947,154,TEX,
1947,154,TOR,
1946,156,BLA,
1946,156,BAL,66
1946,156,BOS,104
1946,156,CHW,74
1946,156,CLE,68
1946,156,DET,92
1946,156,HOU,
1946,156,KCR,
1946,156,ANA,
1946,156,MIL,
1946,156,MIN,76
1946,156,NYY,87
1946,156,OAK,49
1946,156,SEA,
1946,156,TBD,
1946,156,TEX,
1946,156,TOR,
1945,154,BLA,
1945,154,BAL,81
1945,154,BOS,71
1945,154,CHW,71
1945,154,CLE,73
1945,154,DET,88
1945,154,HOU,
1945,154,KCR,
1945,154,ANA,
1945,154,MIL,
1945,154,MIN,87
1945,154,NYY,81
1945,154,OAK,52
1945,154,SEA,
1945,154,TBD,
1945,154,TEX,
1945,154,TOR,
1944,154,BLA,
1944,154,BAL,89
1944,154,BOS,77
1944,154,CHW,71
1944,154,CLE,72
1944,154,DET,88
1944,154,HOU,
1944,154,KCR,
1944,154,ANA,
1944,154,MIL,
1944,154,MIN,64
1944,154,NYY,83
1944,154,OAK,72
1944,154,SEA,
1944,154,TBD,
1944,154,TEX,
1944,154,TOR,
1943,154,BLA,
1943,154,BAL,72
1943,154,BOS,68
1943,154,CHW,82
1943,154,CLE,82
1943,154,DET,78
1943,154,HOU,
1943,154,KCR,
1943,154,ANA,
1943,154,MIL,
1943,154,MIN,84
1943,154,NYY,98
1943,154,OAK,49
1943,154,SEA,
1943,154,TBD,
1943,154,TEX,
1943,154,TOR,
1942,154,BLA,
1942,154,BAL,82
1942,154,BOS,93
1942,154,CHW,66
1942,154,CLE,75
1942,154,DET,73
1942,154,HOU,
1942,154,KCR,
1942,154,ANA,
1942,154,MIL,
1942,154,MIN,62
1942,154,NYY,103
1942,154,OAK,55
1942,154,SEA,
1942,154,TBD,
1942,154,TEX,
1942,154,TOR,
1941,154,BLA,
1941,154,BAL,70
1941,154,BOS,84
1941,154,CHW,77
1941,154,CLE,75
1941,154,DET,75
1941,154,HOU,
1941,154,KCR,
1941,154,ANA,
1941,154,MIL,
1941,154,MIN,70
1941,154,NYY,101
1941,154,OAK,64
1941,154,SEA,
1941,154,TBD,
1941,154,TEX,
1941,154,TOR,
1940,154,BLA,
1940,154,BAL,67
1940,154,BOS,82
1940,154,CHW,82
1940,154,CLE,89
1940,154,DET,90
1940,154,HOU,
1940,154,KCR,
1940,154,ANA,
1940,154,MIL,
1940,154,MIN,64
1940,154,NYY,88
1940,154,OAK,54
1940,154,SEA,
1940,154,TBD,
1940,154,TEX,
1940,154,TOR,
1939,154,BLA,
1939,154,BAL,43
1939,154,BOS,89
1939,154,CHW,85
1939,154,CLE,87
1939,154,DET,81
1939,154,HOU,
1939,154,KCR,
1939,154,ANA,
1939,154,MIL,
1939,154,MIN,65
1939,154,NYY,106
1939,154,OAK,55
1939,154,SEA,
1939,154,TBD,
1939,154,TEX,
1939,154,TOR,
1938,154,BLA,
1938,154,BAL,55
1938,154,BOS,88
1938,154,CHW,65
1938,154,CLE,86
1938,154,DET,84
1938,154,HOU,
1938,154,KCR,
1938,154,ANA,
1938,154,MIL,
1938,154,MIN,75
1938,154,NYY,99
1938,154,OAK,53
1938,154,SEA,
1938,154,TBD,
1938,154,TEX,
1938,154,TOR,
1937,154,BLA,
1937,154,BAL,46
1937,154,BOS,80
1937,154,CHW,86
1937,154,CLE,83
1937,154,DET,89
1937,154,HOU,
1937,154,KCR,
